Item Number,Description,Vendor,Category,Buyer,Planner,Item Type,Serialized (Y/N),Price,Unit of Measure,Manufacturers Part Number (MPN),Vendor,Vendor Part Number,Lead Time (Calendar Days),Handling Time (Logistics LT),Safety Stock,Minimum Order Quantity,Quantity per Carton,Cartons per Pallet,Carton Length,Carton Width,Carton Height,Carton Weight,Carton Dimensional Weight,ECCN,HTS,Costing Method,FA Type,Asset Account,GPU (Y/N),GPU Type,CPU Type,GPU Chip Count,GPU Core Count,RAM (Bytes),Local SSD (Y/N),SSD (Bytes),Local Disk (Y/N),Disk (Bytes),Network Interface Card (NIC) Count,Max Power Consumption (Watts)
String,String,String,List,,,List,List,Currency,List,String,List,String,Number,,Number,Number,,,,,,,,,,List,List,List,Boolean,String,String,Number,Number,Number,Boolean,Number,Boolean,Number,Number,Number
Mandatory,,Mandatory,Mandatory,,,,Mandatory,,Mandatory,Mandatory,,,Mandatory,,,,,,,,,,,,,Mandatory,,Mandatory,,,,,,,,,,,,
920-9N62F-00LI-GC0,"NVIDIA Spectrum-6 based 800GbE Ethernet switch with Cumulus Linux Authentication, 64 OSFP, 1 QSFP112, 48VDC Busbar, 8-Cores CPU, Secure-boot, Liquid-Cooling, Rail-Kit.",Nvidia,Network Switches,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,Yes,"$37,200.00",Eaches,920-9N62F-00LI-GC0,Nvidia,920-9N62F-00LI-GC0,120,,,,,,,,,,,,,Specific,Switches,144502,,,,,,,,,,,,
QDD-2X400G-FR4=,"800G QSFP-DD TRANSCEIVER,2X400G-FR4, DUAL DUPLEX LC,2KM SMF",ASA Computers,Optic,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,No,$899.71,Eaches,QDD-2X400G-FR4=,ASA Computers,QDD-2X400G-FR4=,112,,,,,,,,,,,,,Average,Transceivers & Optics,144502,,,,,,,,,,,,
R33456S912 FAL10000,Intermittently Bonded Ribbon SM G.657 A2-200 um OFC Indoor/Outdoor-3456,Quantum Tech,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,"$200,032.81",Eaches,R33456S912 FAL10000,Quantum Tech,R33456S912 FAL10000,156,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
C9500-48Y4C-A,"CATALYST 9500 48-PORT X 1/10/25G + 4-PORT 40/100G, ADVANTAGE",Cisco,Network Switches,Jon Merendino,Brittany Ola'Dehinbo,Inventory,Yes,"$5,599.39",Eaches,C9500-48Y4C-A,ASA Computers,C9500-48Y4C-A,112,,,,,,,,,,,,,Specific,Switches,144502,,,,,,,,,,,,
CON-SNT-C9504YA4,"SNTC-8X5XNBD CATALYST 9500 48-PORT 25/100G ONLY, ADVA 5YR",Cisco,Support,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,"$1,746.40",Eaches,CON-SNT-C9504YA4,ASA Computers,CON-SNT-C9504YA4,112,,,,,,,,,,,,,,,650120,,,,,,,,,,,,
C9500-DNA-A-5Y,DNA ADVANTAGE 5 YEAR LICENSE ,Cisco,License,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,"$3,578.82",Eaches,C9500-DNA-A-5Y,ASA Computers,C9500-DNA-A-5Y,112,,,,,,,,,,,,,,,650020,,,,,,,,,,,,
C8375-E-G2,CISCO C8300 SERIES SECURE ROUTER,Cisco,IT Infrastructure,Jon Merendino,Brittany Ola'Dehinbo,Inventory,Yes,"$4,186.51",Eaches,C8375-E-G2,ASA Computers,C8375-E-G2,112,,,,,,,,,,,,,Average,Network Communications,144502,,,,,,,,,,,,
CON-L1NBD-C8375EG2,CX LEVEL 1 8X5XNBD CISCO SECURE WAN C83 5YR ,Cisco,Support,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,"$2,238.40",Eaches,CON-L1NBD-C8375EG2,ASA Computers,CON-L1NBD-C8375EG2,112,,,,,,,,,,,,,,,650120,,,,,,,,,,,,
R-OS-L-E,"CISCO OS ESSENTIALS - LARGE (EMBEDDED, PERPETUAL)",Cisco,License,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,$542.70,Eaches,R-OS-L-E,ASA Computers,R-OS-L-E,112,,,,,,,,,,,,,,,650020,,,,,,,,,,,,
LIC-CSWAN-L-A,CISCO SD-WAN ADVANTAGE LIC - LARGE,Cisco,License,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,"$4,214.02",Eaches,LIC-CSWAN-L-A,ASA Computers,LIC-CSWAN-L-A,112,,,,,,,,,,,,,,,650020,,,,,,,,,,,,
LIC-CW-A,CISCO WIRELESS LICENSE ADVANTAGE,Cisco,License,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,$224.90,Eaches,LIC-CW-A,ASA Computers,LIC-CW-A,112,,,,,,,,,,,,,,,650020,,,,,,,,,,,,
CW9176I-RTG,"CISCO WIRELESS 9176I(W7,3 RADIO,3 BAND 4X4,UWB),GLOBAL",Cisco,IT Infrastructure,Jon Merendino,Brittany Ola'Dehinbo,Inventory,Yes,$609.29,Eaches,CW9176I-RTG,ASA Computers,CW9176I-RTG,112,,,,,,,,,,,,,Specific,Switches,144502,,,,,,,,,,,,
SFP-10G-LR-S=,"10GBASE-LR SFP MODULE, ENTERPRISE-CLASS",Cisco,Transceiver,Jon Merendino,Brittany Ola'Dehinbo,Inventory,No,$152.54,Eaches,SFP-10G-LR-S=,ASA Computers,SFP-10G-LR-S=,112,,,,,,,,,,,,,Average,Transceivers & Optics,144502,,,,,,,,,,,,
C9300X-48HX-A,"CATALYST 9300 48-PORT MGIG UPOE+, NETWORK ADVANTAGE",Cisco,Network Switches,Jon Merendino,Brittany Ola'Dehinbo,Inventory,Yes,"$3,702.79",Eaches,C9300X-48HX-A,ASA Computers,C9300X-48HX-A,112,,,,,,,,,,,,,Specific,Switches,144502,,,,,,,,,,,,
CON-SNT-C9300XY4,"SNTC-8X5XNBD CATALYST 9300 48-PORT MGIG UPOE+, NETWORK 5 YR",Cisco,Support,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,$979.20,Eaches,CON-SNT-C9300XY4,ASA Computers,CON-SNT-C9300XY4,112,,,,,,,,,,,,,,,650120,,,,,,,,,,,,
C9300-DNA-A-48-5Y,"C9300 DNA ADVANTAGE, 48-PORT, 5 YEAR TERM LICENSE",Cisco,License,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,"$1,114.28",Eaches,C9300-DNA-A-48-5Y,ASA Computers,C9300-DNA-A-48-5Y,112,,,,,,,,,,,,,,,650020,,,,,,,,,,,,
STACK-T1-3M=,3M TYPE 1 STACKING CABLE,Cisco,Consumables and Misc.,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,$69.90,Eaches,STACK-T1-3M=,ASA Computers,STACK-T1-3M=,112,,,,,,,,,,,,,,,650060,,,,,,,,,,,,
CAB-SPWR-150CM=,CATALYST STACK POWER CABLE 150 CM SPARE,Cisco,Consumables and Misc.,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,$41.51,Eaches,CAB-SPWR-150CM=,ASA Computers,CAB-SPWR-150CM=,112,,,,,,,,,,,,,,,650060,,,,,,,,,,,,
PWR-C1-1100WAC-P=,1100W AC 80+ PLATINUM CONFIG 1 POWER SUPPLY SPARE,Cisco,Consumables and Misc.,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,$348.58,Eaches,PWR-C1-1100WAC-P=,ASA Computers,PWR-C1-1100WAC-P=,112,,,,,,,,,,,,,,,650060,,,,,,,,,,,,
C1100TGX-1N24P32A,"CISCO 1100 TERM GATEWAY W/ 32 ASYNC,24-PORT, 1 NIM (8G)",Cisco,Network Switches,Jon Merendino,Brittany Ola'Dehinbo,Inventory,Yes,"$2,520.58",Eaches,C1100TGX-1N24P32A,ASA Computers,C1100TGX-1N24P32A,112,,,,,,,,,,,,,Specific,Switches,144502,,,,,,,,,,,,
CON-SNT-C1100TGX,"SNTC-8X5XNBD CISCO 1100 TERM GATEWAY W/ 32 ASYNC,24-P 5 YR",Cisco,Support,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,$659.03,Eaches,CON-SNT-C1100TGX,ASA Computers,CON-SNT-C1100TGX,112,,,,,,,,,,,,,,,650120,,,,,,,,,,,,
C9300X-12Y-A,"CATALYST 9300X 12X25G FIBER PORTS, MODULAR UPLINK SWITCH",Cisco,Network Switches,Jon Merendino,Brittany Ola'Dehinbo,Inventory,Yes,"$4,327.00",Eaches,C9300X-12Y-A,ASA Computers,C9300X-12Y-A,112,,,,,,,,,,,,,Specific,Switches,144502,,,,,,,,,,,,
CON-SNT-C9300X21,"SNTC-8X5XNBD CATALYST 9300X 12X25G FIBER PORTS, MODULE 5YR",Cisco,Support,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,"$1,226.40",Eaches,CON-SNT-C9300X21,ASA Computers,CON-SNT-C9300X21,112,,,,,,,,,,,,,,,650120,,,,,,,,,,,,
C9300-DNA-L-A-5Y,DNA ADVANTAGE 5 YEAR LICENSE,Cisco,License,Jon Merendino,Brittany Ola'Dehinbo,Non-Inventory Item,No,$594.40,Eaches,C9300-DNA-L-A-5Y,ASA Computers,C9300-DNA-L-A-5Y,112,,,,,,,,,,,,,,,650020,,,,,,,,,,,,
900-9X766-003NSQ0,"NVIDIA ConnectX-7 HHHL Adapter card, 400GbE / NDR  
IB (default mode), Single-port OSFP, PCIe 5.0 x16, Crypto  
Disabled, Secure Boot Enabled, Tall Bracket  ",Nvidia,NIC/DPU,Swapnil Kale,Swapnil Kale,Inventory,No,$874.00,Eaches,900-9X766-003NSQ0,Nvidia,900-9X766-003NSQ0,56,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
5M-2FSM-CSLC-U,OS2 Uniboot CS-LC 5M,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,$19.72,Eaches,5M-2FSM-CSLC-U,Proficium Inc.,5M-2FSM-CSLC-U,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
30M-2FSM-CSLC-U,OS2 Uniboot CS-LC 30M,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,$25.87,Eaches,30M-2FSM-CSLC-U,Proficium Inc.,30M-2FSM-CSLC-U,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
W85M-12F-OM4-B,"MPO APC Non-Pinned to MPO APC Non-Pinned, 12F, OM4 Type B 85M",Anixter Inc,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,"$1,973.20",Eaches,W85M-12F-OM4-B,Anixter Inc,W85M-12F-OM4-B,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
C6A-WH-SOLR-80-B,80FT C6A W/B-White Solid 23awg,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,$55.00,Eaches,C6A-WH-SOLR-80-B,Proficium Inc.,C6A-WH-SOLR-80-B,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
C6A-WH-SOLR-85-B,85FT C6A W/B-White Solid 23awg,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,$57.50,Eaches,C6A-WH-SOLR-85-B,Proficium Inc.,C6A-WH-SOLR-85-B,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
C6A-WH-SOLR-95-B,95FT C6A W/B-White Solid 23awg,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,$62.50,Eaches,C6A-WH-SOLR-95-B,Proficium Inc.,C6A-WH-SOLR-95-B,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
245M-2FSM-LCLC,OS2 Duplex LC-LC 245M,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,$62.86,Eaches,245M-2FSM-LCLC,Proficium Inc.,245M-2FSM-LCLC,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
290M-2FSM-LCLC,OS2 Duplex LC-LC 290M,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,$73.66,Eaches,290M-2FSM-LCLC,Proficium Inc.,290M-2FSM-LCLC,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
900-9D4B4-CWAA-ES1,"NVIDIA BlueField-4 B4240 800G Air Cooled DPU, Dual-port 400GbE (default) / NDR IB, QSFP112, PCIe Gen6 x16, 64 Arm cores, 128GB on-board LPDDR5x, integrated BMC, Crypto Enabled, Secure Boot Enabled, Tall Bracket",Nvidia,NIC/DPU,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,No,"$3,600.00",Eaches,900-9D4B4-CWAA-ES1,Nvidia,900-9D4B4-CWAA-ES1,150,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
290M-12FSM-OFF-B,OS2 12F MPO F-F Type B 290M,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,$271.50,Eaches,290M-12FSM-OFF-B,Proficium Inc.,290M-12FSM-OFF-B,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
255M-12FSM-PFF-B-S8,OS2 12F F-F Type B 255M 8FT Fan out Bundle of (8) in Black Mesh,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,"$1,860.51",Eaches,255M-12FSM-PFF-B-S8,Proficium Inc.,255M-12FSM-PFF-B-S8,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
260M-12FSM-PFF-B-S8,OS2 12F F-F Type B 260M 8FT Fan out Bundle of (8) in Black Mesh,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,"$1,890.26",Eaches,260M-12FSM-PFF-B-S8,Proficium Inc.,260M-12FSM-PFF-B-S8,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
265M-12FSM-PFF-B-S8,OS2 12F F-F Type B 265M 8FT Fan out Bundle of (8) in Black Mesh,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,"$1,920.01",Eaches,265M-12FSM-PFF-B-S8,Proficium Inc.,265M-12FSM-PFF-B-S8,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
245M-12FSM-PFF-B-S9,"OS2 12F MPO, F-F, 245M 8FT Fan Out Bundle of (9) in Black Mesh",Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,"$2,029.84",Eaches,245M-12FSM-PFF-B-S9,Proficium Inc.,245M-12FSM-PFF-B-S9,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
290M-12FSM-PFF-B-S9,"OS2 12F MPO, F-F, 290M 8FT Fan Out Bundle of (9) in Black Mesh",Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,"$2,327.36",Eaches,290M-12FSM-PFF-B-S9,Proficium Inc.,290M-12FSM-PFF-B-S9,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
295M-12FSM-PFF-B-S9,"OS2 12F MPO, F-F, 295M 8FT Fan Out Bundle of (9) in Black Mesh",Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,"$2,360.82",Eaches,295M-12FSM-PFF-B-S9,Proficium Inc.,295M-12FSM-PFF-B-S9,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
930-9SFAN-00RM-00A,"NVIDIA fan unit, C2P airflow, for 64×400G and 64×800G switch",Nvidia,Consumables and Misc.,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,No,$317.00,Eaches,930-9SFAN-00RM-00A,Nvidia,930-9SFAN-00RM-00A,180,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
930-9SPSU-00RA-00B,"NVIDIA power supply unit, 3KW AC, C2P airflow, for 64×800G switch, power cord included",Nvidia,Consumables and Misc.,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,No,"$1,598.00",Eaches,930-9SPSU-00RA-00B,Nvidia,930-9SPSU-00RA-00B,180,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
MTEF-FANF-K,"NVIDIA fan module, P2C Airflow, For SN2201 switch",Nvidia,Consumables and Misc.,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,No,$99.00,Eaches,MTEF-FANF-K,Nvidia,MTEF-FANF-K,180,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
MTEF-PSF-AC-M,"NVIDIA Power-Supply Unit, 250W AC, C2P Airflow, For SN2201 switch, Power cord included",Nvidia,Consumables and Misc.,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,No,$250.00,Eaches,MTEF-PSF-AC-M,Nvidia,MTEF-PSF-AC-M,180,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
930-9NRKT-00JS-000,"NVIDIA Tool-less rack installation kit, 4-post rack, For SN2201 switch",Nvidia,Consumables and Misc.,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,No,$199.00,Eaches,930-9NRKT-00JS-000,Nvidia,930-9NRKT-00JS-000,180,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
930-9BFAN-00IN-000,200G 1U systems FAN MODULE W/ P2C air flow,Nvidia,Consumables and Misc.,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,No,$259.00,Eaches,930-9BFAN-00IN-000,Nvidia,930-9BFAN-00IN-000,180,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
930-9NPSU-00J1-000,"Power-Supply Unit, 550W AC, P2C Airflow, Power cord included",Nvidia,Consumables and Misc.,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,No,$575.00,Eaches,930-9NPSU-00J1-000,Nvidia,930-9NPSU-00J1-000,180,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
930-9BPSU-00JZ-000,"Power-Supply Unit, 1100W AC, P2C Airflow, Power cord included",Nvidia,Consumables and Misc.,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,No,$627.00,Eaches,930-9BPSU-00JZ-000,Nvidia,930-9BPSU-00JZ-000,180,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
930-9BFAN-00IX-000,"NVIDIA fan module, 40 x 40 [mm], P2C airflow",Nvidia,Consumables and Misc.,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,No,$292.00,Eaches,930-9BFAN-00IX-000,Nvidia,930-9BFAN-00IX-000,180,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
930-9NPSU-00J2-000,"1500W AC power supply, P2C airflow",Nvidia,Consumables and Misc.,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,No,$776.00,Eaches,930-9NPSU-00J2-000,Nvidia,930-9NPSU-00J2-000,180,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
930-9NRKT-00JN-000,"NVIDIA 19"" racks fixed mounting-kit, Standard-depth, Rack size 600-800mm",Nvidia,Consumables and Misc.,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,No,$109.00,Eaches,930-9NRKT-00JN-000,Nvidia,930-9NRKT-00JN-000,180,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
930-9BFAN-00IW-000,400G 1U systems FAN MODULE W/ P2C air flow,Nvidia,Consumables and Misc.,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,No,$108.00,Eaches,930-9BFAN-00IW-000,Nvidia,930-9BFAN-00IW-000,180,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
930-9BRKT-00YS-000,"NVIDIA 19"" racks ,Tool-less rail-kit for QM97xx system, Rack size 600-800mm",Nvidia,Consumables and Misc.,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,No,$170.00,Eaches,930-9BRKT-00YS-000,Nvidia,930-9BRKT-00YS-000,180,,,,,,,,,,,,,Average,Server Components,144502,,,,,,,,,,,,
7M-2FSM-CSLC-U,OS2 Uniboot CS-LC 7M,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,$20.22,Eaches,7M-2FSM-CSLC-U,Proficium Inc.,7M-2FSM-CSLC-U,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
15M-2FSM-LCSC,OS2 Duplex LC-SC 15M,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,$10.78,Eaches,15M-2FSM-LCSC,Proficium Inc.,15M-2FSM-LCSC,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
85M-12FSM-PFF-B-S8-LZ,OS2 12F MTP F-F LSZH Type B 85M of (8) in Black Mesh  ,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,$870.31,Eaches,85M-12FSM-PFF-B-S8-LZ,Proficium Inc.,85M-12FSM-PFF-B-S8-LZ,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
980-9IAJ0-00XM00,"NVIDIA twin port transceiver, 2xDR4, 1600Gbps, OSFP, 2xMPO(APC), 1310nm SMF, up to 500m, RHS, TRO, Ethernet Only",Nvidia,Transceiver,Swapnil Kale,Swapnil Kale,Inventory,No,$998.00,Eaches,980-9IAJ0-00XM00,Nvidia,980-9IAJ0-00XM00,112,,,,,,,,,,,,,Average,Transceivers & Optics,144502,,,,,,,,,,,,
920-9N62F-00LI-GC0,"NVIDIA Spectrum-6 based 800GbE Ethernet switch with
Cumulus Linux Authentication, 64 OSFP, 1 QSFP112, 48VDC
Busbar, 8-Cores CPU, Secure-boot, Liquid-Cooling, Rail-Kit.",Nvidia,Network Switches,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,Yes,"$28,000.00",,920-9N62F-00LI-GC0,Nvidia,920-9N62F-00LI-GC0,112,,,,,,,,,,,,,Specific ,Switches,144502,,,,,,,,,,,,
384-MIX01686B000,Rack Blanking Panel,Chenbro Micom (USA) Inc.,GPU Server / Chassis,Abell Tecle,Abell Tecle,Inventory,No,$380.00,Eaches,384-MIX01686B000,Chenbro Micom (USA) Inc.,384-MIX01686B000,21,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
S-PTX800GMSEC-P,SW PTX800G MACSEC 800G W/O CS PRPL,Juniper/HPE,License,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Non-Inventory Item,No,$146.59,Eaches,S-PTX800GMSEC-P,ASA Computers,S-PTX800GMSEC-P,,,,,,,,,,,,,,,,650020,,,,,,,,,,,,
SVC-COR-PTX800GMSC,JNPR CARE CORE SUPT S-PTX800GMSEC-P - 1 YEAR,Juniper/HPE,Support,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Non-Inventory Item,No,$17.01,Eaches,SVC-COR-PTX800GMSC,ASA Computers,SVC-COR-PTX800GMSC,,,,,,,,,,,,,,,,650120,,,,,,,,,,,,
45M-2FSM-CSLC-U,OS2 Uniboot CS-LC 45M,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,$29.55,Eaches,45M-2FSM-CSLC-U,Proficium Inc.,45M-2FSM-CSLC-U,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
3M-2FSM-CSLC-U,OS2 Uniboot CS-LC 3M,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,$19.23,Eaches,3M-2FSM-CSLC-U,Proficium Inc.,3M-2FSM-CSLC-U,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
NTK591NJ,"TRCVR,1.25GB/S,36DB,CWDM,1511NM",Ciena,Transceiver,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Inventory,No,$419.76,Eaches,NTK591NJ,Ciena,NTK591NJ,150,,,,,,,,,,,,,Average,Transceivers & Optics,144502,,,,,,,,,,,,
OSFP-PORT-DUSTPLUG-C,OSFP Port Dust Plug / Cover / Cap for Optics,Graybar,Optic,Swapnil Kale,Swapnil Kale,Inventory,No,$0.49,Eaches,OSFP-PORT-DUSTPLUG-C,Graybar,OSFP-PORT-DUSTPLUG-C,21,,,,,,,,,,,,,Average,Transceivers & Optics,144502,,,,,,,,,,,,
20M-2FSM-CSLC-U,OS2 Uniboot CS-LC 20M,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,$11.50,Eaches,20M-2FSM-CSLC-U,Proficium Inc.,20M-2FSM-CSLC-U,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
DF-5630,"2U HA Lightspeed Enclosure (up to 40GB/s): incl. 1350TB NVMe Flash, 18TB SCM, 4 x 100Gb (ETH or CX5 IB)","Arrow Electronics, Inc",Storage Server / Chassis,Swapnil Kale,Swapnil Kale,Inventory,Yes,"$240,444.00",Eaches,DF-5630,"Arrow Electronics, Inc",DF-5630,112,,,,,,,,,,,,,Specific,Configured Storage Server,144502,,,,,,,,,,,,
PSE048T-AC,48x POE Injecter AC Power Model,DEI Logistics (USA) Corporation ,CDU,Abell Tecle,Abell Tecle,Inventory,No,"$4,846.00",Eaches,PSE048T-AC,DEI Logistics (USA) Corporation ,PSE048T-AC,21,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
1062833995,25M - Short Shuffle Cable Pinout 3,Molex LLC,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,$108.10,Eaches,1062833976,Molex LLC,1062833976,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
C6A-WH-SOLR-265-B,265FT C6A W/B-White Solid 23awg,Proficium Inc.,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,$143.00,Eaches,C6A-WH-SOLR-265-B,Proficium Inc.,C6A-WH-SOLR-265-B,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
TRN-CLC-001,100 Training credit. Expires in 1 yr. Team Captain required,Cisco,License,Brittany Ola'Dehinbo,Brittany Ola'Dehinbo,Non-Inventory Item,No,"$2,133.00",Eaches,TRN-CLC-0,Myriad360,TRN-CLC-0,30,,,,,,,,,,,,,,,650020,,,,,,,,,,,,
W95M-12F-OM4-B,"FULL#G-BND08-Z1Z1Q-PN000-095M MESH BUNDLED JUMPER 8XMPO APC OM4 78"" NS LEGS 095M",Anixter Inc,Cabling,Swapnil Kale,Swapnil Kale,Inventory,No,"$2,174.67",Eaches,W95M-12F-OM4-B,Anixter Inc,W95M-12F-OM4-B,28,,,,,,,,,,,,,Average,Structured Cables,144502,,,,,,,,,,,,
CLSHK-AEB01-S,Valvey Train Assembly - Supply ,Delta Electronics (Americas) Ltd.,CDU,Abell Tecle,Abell Tecle,Inventory,No,"$10,500.00",Eaches,CLSHK-AEB01-S,Delta Electronics (Americas) Ltd.,CLSHK-AEB01-S,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLSHK-AEB02-S,Valvey Train Assembly - Return ,Delta Electronics (Americas) Ltd.,CDU,Abell Tecle,Abell Tecle,Inventory,No,"$11,000.00",Eaches,CLSHK-AEB02-S,Delta Electronics (Americas) Ltd.,CLSHK-AEB02-S,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
